"('celo', 'contracts/stability/Reserve.sol', 'Reserve', 'computeTobinTax')","['high_level_call', '(local_solc_variable(default)):=(temporary_variable)', 'type_conversion(user_defined_type)', '(local_solc_variable(default)):=(temporary_variable)', 'type_conversion(address)', 'balance', '(local_solc_variable(default)):=(reference(uint256))', '(local_solc_variable(default)):=(constant(uint256))', '(local_solc_variable(default)):=(constant(uint256))', 'length', 'binary(<)', 'condition(temporary_variable)', 'index(address)', 'high_level_call', 'unpack', 'unpack', 'index(address)', 'type_conversion(user_defined_type)', 'high_level_call', '(local_solc_variable(default)):=(temporary_variable)', 'library_call', 'library_call', '(local_solc_variable(default)):=(temporary_variable)', 'library_call', '(local_solc_variable(default)):=(temporary_variable)', '(temporary_variable):=(local_solc_variable(default))', 'binary(+)', 'binary(>=)', 'condition(temporary_variable)', 'return', 'return']"
"('celo', 'contracts/identity/Attestations.sol', 'Attestations', 'request')","['index(uint256)', 'binary(>)', 'solidity_call(require(bool,string))', 'type_conversion(user_defined_type)', 'type_conversion(address)', 'index(uint256)', 'library_call', 'high_level_call', 'solidity_call(require(bool,string))', 'binary(>)', 'solidity_call(require(bool,string))', 'index(struct)', 'member', 'type_conversion(address)', 'binary(!=)', 'condition(temporary_variable)', 'index(struct)', 'member', 'internal_call(bool)', 'unary(!)', 'index(struct)', 'member', 'binary(==)', 'binary(||)', 'solidity_call(require(bool,string))', 'index(struct)', 'member', 'type_conversion(uint96)', '(reference(uint96)):=(temporary_variable)', 'index(struct)', 'member', '(reference(address)):=(local_solc_variable(memory))', 'index(struct)', '(local_solc_variable(storage)):=(reference(user_defined_type))', 'member', 'index(struct)', 'internal_call(tuple)', 'event']"
"('celo', 'contracts/identity/Attestations.sol', 'Attestations', 'addIncompleteAttestations')","['high_level_call', 'type_conversion(user_defined_type)', '(local_solc_variable(default)):=(temporary_variable)', 'high_level_call', '(local_solc_variable(default)):=(temporary_variable)', 'internal_call(address[])', '(local_solc_variable(memory)):=(temporary_variable)', '(local_solc_variable(default)):=(constant(uint256))', 'binary(<)', 'condition(temporary_variable)', 'solidity_call(abi.encodePacked())', 'solidity_call(keccak256(bytes))', '(local_solc_variable(default)):=(temporary_variable)', 'type_conversion(uint256)', 'length', 'binary(%)', 'index(address)', '(local_solc_variable(default)):=(reference(address))', 'member', 'index(struct)', '(local_solc_variable(storage)):=(reference(user_defined_type))', 'member', 'member', 'binary(!=)', 'condition(temporary_variable)', '(temporary_variable):=(local_solc_variable(default))', 'binary(+)', 'member', 'member', '(reference(user_defined_type)):=(reference(user_defined_type))', 'member', 'type_conversion(uint128)', '(reference(uint128)):=(temporary_variable)', 'member', 'push(local_solc_variable(default),reference(address[]))', 'length']"
"('celo', 'contracts/common/MultiSig.sol', 'MultiSig', 'replaceOwner')","['(local_solc_variable(default)):=(constant(uint256))', 'length', 'binary(-)', 'binary(<)', 'condition(temporary_variable)', 'index(address)', 'binary(==)', 'condition(temporary_variable)', 'index(address)', '(reference(address)):=(local_solc_variable(memory))', '(temporary_variable):=(local_solc_variable(default))', 'binary(+)', 'index(bool)', '(reference(bool)):=(constant(bool))', 'index(bool)', '(reference(bool)):=(constant(bool))', 'event', 'event', 'internal_call(Modifier)', 'internal_call(Modifier)', 'internal_call(Modifier)']"
"('celo', 'contracts/identity/Escrow.sol', 'Escrow', 'revoke')","['index(struct)', '(local_solc_variable(memory)):=(reference(user_defined_type))', 'member', 'binary(==)', 'solidity_call(require(bool,string))', 'member', 'member', 'binary(+)', 'binary(>=)', 'solidity_call(require(bool,string))', 'internal_call(tuple)', 'member', 'type_conversion(user_defined_type)', 'member', 'high_level_call', 'solidity_call(require(bool,string))', 'member', 'member', 'member', 'member', 'event', 'return', 'internal_call(Modifier)']"
"('vbm', 'src/smart-contracts/contracts/ElectionVerification.sol', 'ElectionVerification', 'addBallotTemplateHash')","['index(struct)', 'member', '(reference(uint256)):=(local_solc_variable(memory))', 'index(struct)', 'member', '(reference(bytes32)):=(local_solc_variable(memory))', 'binary(+)', 'return']"
"('vbm', 'src/smart-contracts/contracts/Election.sol', 'Election', 'Existing')","['type_conversion(user_defined_type)', '(state_solc_variable(user_defined_type)):=(temporary_variable)']"
"('vbm', 'src/smart-contracts/contracts/VoterRegistry.sol', 'VoterRegistry', 'recordDenial')","['index(struct)', 'member', 'new_structure', '(reference(user_defined_type)):=(temporary_variable)', 'push(local_solc_variable(memory),state_solc_variable(address[]))', 'length', 'event']"
"('vbm', 'src/smart-contracts/contracts/Migrations.sol', 'Migrations', 'Migrate')",['(state_solc_variable(address)):=(solidity_variable_composed(msg.sender))']
"('uma', 'contracts/TokenizedDerivative.sol', 'TokenizedDerivativeUtils', '_computeNavForTokens')","['internal_call(int256)', 'library_call', 'library_call', '(local_solc_variable(memory)):=(temporary_variable)']"
"('uma', 'contracts/CentralizedStore.sol', 'CentralizedStore', 'computeOracleFees')","['library_call', '(local_solc_variable(default)):=(temporary_variable)', 'library_call', 'library_call', 'library_call', 'return']"
"('uma', 'contracts/TokenizedDerivative.sol', 'TokenizedDerivativeUtils', '_updateBalances')","['library_call', '(local_solc_variable(default)):=(temporary_variable)', 'member', '(reference(int256)):=(local_solc_variable(memory))', 'member', 'member', 'library_call', '(reference(int256)):=(temporary_variable)', 'member', 'member', 'library_call', '(reference(int256)):=(temporary_variable)']"
"('ocean-protocol', 'contracts/EpochLibrary.sol', 'EpochLibrary', 'create')","['binary(>=)', 'solidity_call(require(bool,string))', 'binary(>=)', 'solidity_call(require(bool,string))', 'binary(>)', 'binary(>)', 'binary(&&)', 'condition(temporary_variable)', 'binary(<)', 'solidity_call(require(bool,string))', 'member', 'index(struct)', 'new_structure', '(reference(user_defined_type)):=(temporary_variable)', 'member', 'push(local_solc_variable(memory),reference(bytes32[]))', 'length', 'member', 'length', 'return']"
"('ocean-protocol', 'contracts/libraries/EpochLibrary.sol', 'EpochLibrary', 'create')","['binary(>=)', 'solidity_call(require(bool,string))', 'binary(>=)', 'solidity_call(require(bool,string))', 'binary(>)', 'binary(>)', 'binary(&&)', 'condition(temporary_variable)', 'binary(<)', 'solidity_call(require(bool,string))', 'member', 'index(struct)', 'new_structure', '(reference(user_defined_type)):=(temporary_variable)', 'member', 'push(local_solc_variable(memory),reference(bytes32[]))', 'length', 'member', 'length', 'return']"
"('ocean-protocol', 'contracts/libraries/EpochLibrary.sol', 'EpochLibrary', 'getEpochTimeOut')","['member', 'member', 'library_call', 'return']"
"('ocean-protocol', 'contracts/libraries/EpochLibrary.sol', 'EpochLibrary', 'getEpochTimeLock')","['member', 'member', 'library_call', 'return']"
"('ocean-protocol', 'contracts/registry/DIDRegistryLibrary.sol', 'DIDRegistryLibrary', 'update')","['member', 'index(struct)', 'member', '(local_solc_variable(default)):=(reference(address))', 'type_conversion(address)', 'binary(==)', 'condition(temporary_variable)', '(local_solc_variable(default)):=(solidity_variable_composed(msg.sender))', 'member', 'index(struct)', 'new_structure', '(reference(user_defined_type)):=(temporary_variable)', 'member', 'push(local_solc_variable(memory),reference(bytes32[]))', 'length', 'member', 'length', 'return']"
"('ocean-protocol', 'contracts/conditions/Condition.sol', 'Condition', 'fulfill')","['high_level_call', 'return']"
"('ocean-protocol', 'contracts/conditions/rewards/EscrowReward.sol', 'EscrowReward', '_transferAndFulfill')","['high_level_call', 'solidity_call(require(bool,string))', 'member', 'member', 'internal_call(enum)', 'return']"
"('ocean-protocol', 'contracts/OceanToken.sol', 'OceanToken', 'initialize')","['(local_solc_variable(default)):=(constant(uint256))', 'binary(**)', 'library_call', '(local_solc_variable(default)):=(temporary_variable)', 'internal_call(tuple)', 'internal_call(tuple)', 'internal_call(tuple)', 'internal_call(tuple)', 'internal_call(Modifier)']"
"('ocean-protocol', 'contracts/Dispenser.sol', 'Dispenser', 'initialize')","['internal_call(tuple)', '(state_solc_variable(uint256)):=(constant(uint256))', 'type_conversion(user_defined_type)', '(state_solc_variable(user_defined_type)):=(temporary_variable)', 'high_level_call', 'type_conversion(uint256)', 'binary(**)', '(state_solc_variable(uint256)):=(temporary_variable)', 'type_conversion(uint256)', 'library_call', '(state_solc_variable(uint256)):=(temporary_variable)', '(state_solc_variable(uint256)):=(constant(uint256))', 'type_conversion(uint256)', 'library_call', '(state_solc_variable(uint256)):=(temporary_variable)', 'internal_call(Modifier)', 'internal_call(Modifier)']"
